id;comments;category
1;Arey they cousins???;0
1;Bb;0
1;.b ..;0
1;B;0
1;unknown;0
1;smiling_face_with_heart-eyes;1
1;unknown;0
1;Which filter u use please tell;0
1;pleading_face pleading_face;0
1;unknown;0
1;unknown;0
1;red_heart;1
1;unknown;0
2;very 90s raveena tandon photoshoot aura of you;0
2;white_heart sparkles;0
2;unknown;0
2;tariniiii;0
2;loudly_crying_face growing_heart;0
2;unknown;0
2;You may even call me desperate;0
2;loudly_crying_face;0
2;face_with_peeking_eye;0
2;I can just comment (flirt with you) on all your posts whether you see, reply or not;0
2;loudly_crying_face loudly_crying_face;0
2;you are just the gorgeous one;1
2;weary_face weary_face loudly_crying_face loudly_crying_face;0
2;face_holding_back_tears  face_holding_back_tears;0
2;growing_heart growing_heart;0
2;unknown;0
2;unknown;0
2;smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes;1
2;unknown;0
2;unknown;0
2;linked_paperclips linked_paperclips linked_paperclips;0
2;unknown;0
2;Always dreamy;0
2;two_hearts;0
2;unknown;0
2;Slay slayyyyyy;0
2;pinched_fingers_medium_skin_tone sparkles ribbon;0
2;unknown;0
2;Taylor's long distance daughters- @tarini_shah & @the.rebel.kid  heart_hands;0
2;unknown;0
2;fire;1
2;unknown;0
3;unknown;0
3;smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes;1
3;unknown;0
3;unknown;0
3;red_heart red_heart sparkles sparkles;1
3;unknown;0
3;She's so beautiful;0
3;loudly_crying_face loudly_crying_face kiss_mark;0
3;girlll cute sexy chubby I love her so much;0
3;unknown;0
3;red_heart;1
3;unknown;0
3;Come back to Mumbai...we are missing you;0
3;Looking lovely dear;0
3;smiling_face_with_hearts red_heart;1
3;unknown;0
3;So pretty;1
3;sparkles sparkling_heart;0
3;unknown;0
3;So pretty love;1
3;red_heart red_heart;1
3;unknown;0
3;She's so prettyyy;0
3;loudly_crying_face loudly_crying_face red_heart red_heart;1
3;unknown;0
3;just like a movie,no doubt I had fallen for you but you left me with your love and never came back again;1
4;unknown;0
4;red_heart;1
4;unknown;0
4;unknown;0
4;nazar_amulet nazar_amulet nazar_amulet nazar_amulet nazar_amulet;0
4;unknown;0
4;unknown;0
4;fire fire red_heart;1
4;unknown;0
4;unknown;0
4;red_heart red_heart red_heart red_heart;1
4;unknown;0
4;Man really, y’all make anyone famous these days;0
4;Cutiee;0
4;smiling_face_with_heart-eyes;1
4;unknown;0
4;Hiii;0
4;Congratulations!;0
4;I think noone these articles...;0
5;#shahbazkhanworld;1
5;musical_note SOON_arrow;0
5;unknown;0
5;fire;1
5;unknown;0
5;R;0
5;2nd slideeeee >>>>>>>>;0
5;unknown;0
5;smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes;1
5;unknown;0
5;Aap Pasha kaha sa aatha h;0
5;I hateee youuu for being in greece without me;0
5;loudly_crying_face;0
5;unknown;0
5;RAnNDIi;0
6;unknown;0
6;fire fire;1
6;unknown;0
6;But mereko toh bas black cheez dikh rhi h usko utaro na;0
6;face_with_tears_of_joy;0
6;unknown;0
6;How bout buying a personal  beach , obviously at the age of 14;0
6;face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy;0
6;unknown;0
6;unknown;0
6;red_heart smiling_face_with_heart-eyes;1
6;unknown;0
6;Gold;0
6;pick;0
6;unknown;0
7;Meri patni @d.dewdropper_ ki maang bhardo bhai.;0
7;unknown;0
7;speaking_head speaking_head speaking_head;0
7;Crescent Bay mentioned rahhhh;0
7;make my sis @__ sakshi0409__ your wife. we are destinguishly rich;0
7;rolling_on_the_floor_laughing;0
7;best comment ever;0
7;rolling_on_the_floor_laughing rolling_on_the_floor_laughing;0
7;, duplicate version of me. they don't say it out loud duh. your mu. m knows;0
7;love this <3;1
7;Bhai, let's meet and make love;0
7;face_blowing_a_kiss face_blowing_a_kiss face_blowing_a_kiss face_blowing_a_kiss;0
7;unknown;0
7;New yt video kab?;0
7;unknown;0
7;smiling_face_with_heart-eyes smiling_face_with_heart-eyes;1
7;unknown;0
8;unknown;0
8;red_heart red_heart;1
8;unknown;0
8;Short king;0
8;tastiest boy here;0
8;unknown;0
8;red_heart red_heart smiling_face_with_heart-eyes smiling_face_with_heart-eyes;1
8;unknown;0
8;10/10 poses;0
8;unknown;0
8;smiling_face_with_heart-eyes fire;1
8;unknown;0
8;we got dev and shreya collab before gta 6;0
8;Dope;0
8;Man posted shreya dayum;0
9;unknown;0
9;smiling_face_with_heart-eyes raising_hands;1
9;unknown;0
9;I am so jealous of everyone around you;0
9;too good to be true;0
9;smiling_face_with_heart-eyes;1
9;unknown;0
9;4th picture is the cutest;0
9;smiling_face_with_hearts brown_heart;0
9;unknown;0
9;unknown;0
9;heart_exclamation;0
9;unknown;0
9;These are some of the best pictures;0
9;I am writing on behalf of Teen Talk Vent, an Instagram account dedicated to providing a safe space for teenagers to express their emotions and seek support. As a teenager myself, I understand the importance of having a platform for venting. We are reaching out to request your support in promoting our cause so that every teenager can benefit from our services. We believe that your voice and influence could make a significant difference in the lives of teenagers who are navigating the complexities of adolescence. Together, we can create a supportive community where young individuals feel empowered to open up about their feelings and seek the help they need.;0
9;Cutuuu;0
9;smiling_face_with_heart-eyes;1
9;face_holding_back_tears  heart_hands;0
9;light_skin_tone;0
9;unknown;0
9;I feel the peace;0
9;dove folded_hands;0
9;unknown;0
9;Blessed you are bhai;0
9;smiling_face_with_heart-eyes red_heart folded_hands_light_skin_tone;1
9;unknown;0
10;Pls stop i just recovered from the karma trauma;0
10;skull;0
10;unknown;0
10;I just threw up in my mouth a little bit;0
10;27 year's old and I still Love you Music and u @itsjojosiwa  your my Favorite Artist;0
10;red_heart;1
10;unknown;0
10;I love you Jojo I've been a Fan of yours since Boomerang;0
10;red_heart red_heart red_heart red_heart red_heart red_heart;1
10;unknown;0
10;Got it Pre-saved I've been  ur fan since you Released Boomerang;0
10;red_heart red_heart red_heart;1
10;I will support u through everything;0
10;Sold her soul;0
10;jojo please can we have a civil conversation i need to tell you so many things please jojo please;0
11;Pee doe activities;0
11;unknown;0
11;star_and_crescent red_heart;1
11;unknown;0
11;Why post the vid with no sound? God I hate you;0
11;HER GAME IS DISGUSTING !! You PERVERT;0
11;No one's talking about Tyler Cameron and how he's 31 and JoJo is 21!!!;0
11;unknown;0
11;unknown;0
11;smiling_face_with_heart-eyes;1
11;unknown;0
12;Uff looks;0
12;smiling_face_with_heart-eyes;1
12;unknown;0
12;Aap pe toh crush aa gya ji;0
12;Please please please marry meeeee;0
12;Pls see my text, heal me face_holding_back_tears;0
12;loudly_crying_face;0
12;unknown;0
12;SIMPPPP FOR YOUU;0
12;loudly_crying_face;0
12;unknown;0
12;Baar baar like krne ka man krtaaa haiiiii;0
12;red_heart loudly_crying_face grinning_cat_with_smiling_eyes;1
12;unknown;0
12;Just so beautiful;0
12;two_hearts loudly_crying_face collision heart_with_ribbon;1
12;unknown;0
12;"The waves ""Are you a wave? Because your beauty leaves me breathless.";0
12;@ruchii_garg got from you;0
12;red_heart;1
12;unknown;0
13;I can't with the cute bowsss;0
13;loudly_crying_face loudly_crying_face ribbon sparkles;0
13;unknown;0
13;Pookie;0
13;ribbon;0
13;unknown;0
13;So pretty;1
13;Stand up everyone the real pookie has arrived;0
13;ribbon;0
13;unknown;0
13;She's such archies;0
13;ribbon;0
13;veronica;0
13;ribbon;0
13;coded omg.  face_holding_back_tears;0
13;ribbon;0
13;unknown;0
13;unknown;0
13;smiling_face_with_heart-eyes smiling_face_with_heart-eyes;1
13;unknown;0
13;Wow so cool;0
13;unknown;0
13;ribbon loudly_crying_face sparkles growing_heart;0
13;unknown;0
13;Pookiew;0
13;you look like envy from inside out;0
13;loudly_crying_face strawberry;0
13;unknown;0
14;bro u should def get your legs waxed in the next yt vdo;0
14;face_with_tears_of_joy loudly_crying_face;0
14;unknown;0
14;unknown;0
14;face_with_tears_of_joy face_with_tears_of_joy;0
14;unknown;0
14;unknown;0
14;red_heart red_heart red_heart red_heart red_heart;1
14;unknown;0
14;High on twink energy;0
14;unknown;0
14;face_with_tears_of_joy face_with_tears_of_joy;0
14;unknown;0
14;Common be honest what did you do after jelly fish stung you?;0
14;Susu kar lo stinger pe;0
14;tu toh mermaid nikla;0
14;and chandler;0
14;rolling_on_the_floor_laughing;0
14;unknown;0
15;Tag me and @adesh_satsangi buddy, we in the background;0
15;face_with_tears_of_joy;0
15;unknown;0
15;face_holding_back_tears  heart_hands;0
15;light_skin_tone nazar_amulet;0
15;unknown;0
15;unknown;0
15;red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart;1
15;unknown;0
15;Rk;0
15;unknown;0
15;India India red_heart red_heart;1
15;unknown;0
15;why u so hot;0
15;unknown;0
15;India India India India India;0
15;unknown;0
15;Bhaiiiii;0
15;loudly_crying_face India red_heart;1
15;unknown;0
16;<3333;0
16;@deewaytime ???;0
16;rodrick heffley;0
16;Bro u good u seem to be bleeding;0
16;HOW DO I TEXT U WTFF;0
16;Roderick's Indian version;0
16;unknown;0
16;crying_face;0
16;unknown;0
16;U look angrej ka dalal;0
16;LG QHD TV;0
16;Too much insecurity;0
17;To the hardest goodbye!;0
17;Too good;0
17;sparkles sparkles sparkles sparkles;0
17;unknown;0
17;Three girls in one frame 3/10;0
17;face_with_tears_of_joy;0
17;unknown;0
17;Patrick bateman;0
17;Hottieee;0
17;"You know you love me, I know you care (Yo, uh-huh)
Just shout whenever and I'll be there (Yo, uh-huh)
You are my love, you are my heart (Yo, uh-huh)
And we will never, ever, ever be apart (Yo, uh-huh)
Are we an item? Girl, quit playing (Yo, uh-huh)
We're just friends, what are you saying? (Yo, uh-huh)
Said, ""There's another"" and looked right in my eyes (Yo, uh-huh)
My first love broke my heart for the first time, and I was like (Yo, uh-huh)
[Justin Bieber";0
17;"]
Baby, baby, baby, oh
Like baby, baby, baby, no
Like baby, baby, baby, oh
Thought you'd always be mine, mine
Baby, baby, baby, oh
Like baby, baby, baby, no
Like baby, baby, baby, oh
Thought you'd always be mine, mine
[Justin Bieber (Ludacris)";0
17;"]
Oh, for you, I would've done whatever (Yo, uh-huh)
And I just can't believe we ain't together (Yo, uh-huh)
And I wanna play it cool, but I'm losing you (Yo, uh-huh)
I'll buy you anything, I'll buy you any ring (Yo, uh-huh)
And I'm in pieces, baby, fix me (Yo, uh-huh)
And just shake me 'til you wake me from this bad dream (Yo, uh-huh)
I'm going down, down, down, down (Yo, uh-huh)
And I just can't believe my first love won't be around, and I'm like
[Justin Bieber";0
17;"]
Baby, baby, baby, oh
Like baby, baby, baby, no
Like baby, baby, baby, oh
Thought you'd always be mine, mine
Baby, baby, baby, oh
Like baby, baby, baby, no
Like baby, baby, baby, oh
Thought you'd always be mine, mine
[Ludacris";0
17;"]
(Luda) When I was thirteen, I had my first love
There was nobody that compared to my baby, and nobody came between us nor could ever come above
She had me going crazy, oh, I was starstruck
She woke me up daily, don't need no Starbucks (Woo)
She made my heart pound, and skip a beat
When I see her in the street
And at school on the playground, but I really wanna see her on the weekend
She knows she got me dazing
'Cause she was so amazing
And now my heart is breaking
But I just keep on saying
[Justin Bieber";0
17;"]
Baby, baby, baby, oh
Like baby, baby, baby, no
Like baby, baby, baby, oh
Thought you'd always be mine, mine
Baby, baby, baby, oh
Like baby, baby, baby, no
Like baby, baby, baby, oh
Thought you'd always be mine, mine
I'm gone (Yeah-yeah-yeah, yeah-yeah-yeah)
Now I'm all gone (Yeah";0
17;@_ishaan01__ says hi;0
17;Happy Prom dayy;0
17;red_heart fire;1
17;unknown;0
18;RODRICK HEFFLEY WHO;0
18;نستسمحك;0
18;1st picture is too cute!;0
18;smiling_face_with_hearts;0
18;unknown;0
18;5th photo is;0
18;fire clown_face;1
18;unknown;0
18;unknown;0
18;fire red_heart;1
18;unknown;0
18;AHHH;0
18;loudly_crying_face;0
18;<3;1
18;unknown;0
18;smiling_face_with_heart-eyes smiling_face_with_heart-eyes;1
18;unknown;0
18;wow looking good;0
18;grinning_face_with_sweat;0
18;unknown;0
18;Sharma lagana Bhool gaya tu apne Naam par;0
18;face_with_tears_of_joy;0
18;unknown;0
19;Ohh Disneyland;0
19;pleading_face red_heart;1
19;unknown;0
19;unknown;0
19;smiling_face_with_heart-eyes;1
19;co cute;0
19;So so cuteeee;0
19;So cute  heart_hands;0
19;medium-light_skin_tone nazar_amulet;0
19;unknown;0
19;unknown;0
19;smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes;1
19;unknown;0
19;unknown;0
19;growing_heart growing_heart growing_heart;0
19;unknown;0
19;So cute;0
19;growing_heart growing_heart;0
19;unknown;0
19;unknown;0
19;growing_heart thumbs_up_light_skin_tone;0
19;unknown;0
19;Looking so beautiful and hotty gorgeous looks .;1
19;red_heart red_heart red_heart red_heart growing_heart growing_heart growing_heart;1
19;unknown;0
20;unknown;0
20;red_heart red_heart;1
20;unknown;0
20;U edited it like some poster of 2000's romcom;0
20;It infact has been waiting for you madame;0
20;Diet mountain dew baby newyork city , never was a girl ever so pretty;0
20;sunflower;0
20;unknown;0
20;Mumbai;0
20;red_heart;1
20;unknown;0
20;Made me feel so many emotions. This is what photography is and what I would like to do more.;0
20;growing_heart growing_heart smiling_face_with_hearts pleading_face;0
20;unknown;0
20;Damn your smile;0
20;red_heart weary_face;1
20;unknown;0
20;Slayyy motherrr;0
20;raising_hands fire;1
20;heart_hands;0
20;light_skin_tone collision collision;1
20;unknown;0
20;@_priyyaaa30 i want her;0
20;cowboy_hat_face;0
20;unknown;0
21;unknown;0
21;smiling_face_with_heart-eyes;1
21;unknown;0
21;Shirt h&m se liya hai isne;0
21;loudly_crying_face loudly_crying_face;0
21;unknown;0
21;unknown;0
21;red_heart red_heart;1
21;unknown;0
21;unknown;0
21;red_heart red_heart red_heart;1
21;unknown;0
21;In first picture i thought it was your dad;0
21;For a sec thought Ayesha khan;0
21;face_with_tears_of_joy;0
21;unknown;0
21;Badmash ne editing ki hai Juhu mai hai badmash . Bade tej horahe ho;0
21;zany_face smirking_face;0
21;unknown;0
21;Hn krlo bodmaashi Bali mein;0
21;sloth ribbon;0
21;unknown;0
21;Og badmash company;0
21;Photoshop;0
22;Hi;0
22;Did you really forget that your broadcast exists;0
22;loudly_crying_face loudly_crying_face loudly_crying_face;0
22;??;0
22;Dream;0
22;Can you follow me back @devraiyanii ??;0
22;Great photos;0
22;so cute;0
22;Himmmm;0
22;i couldn’t be there;0
22;loudly_crying_face loudly_crying_face;0
22;unknown;0
23;ye GTA wala hai na\;0
23;Live your life the way a best life should be living girrl;0
23;brown_heart;0
23;unknown;0
23;Nicee;0
23;So cute;0
23;6 slide damn;0
23;Cute outfit  heart_hands;0
23;light_skin_tone;0
23;unknown;0
23;Umm Beautiful;0
23;tulip;0
23;unknown;0
23;Omg shorts from ????;0
23;i only lived these moments through GTA 5;0
23;Living;0
23;blue_heart;0
23;unknown;0
24;birddy feels;0
24;bird;0
24;‍;0
24;black_large_square black_heart;0
24;unknown;0
24;Random gc ?;0
24;1,2,3,4,5,6,8;0
24;2050.  7;0
24;2016;0
24;goblin;0
24;unknown;0
24;unknown;0
24;prince_light_skin_tone;0
24;heart_hands;0
24;light_skin_tone;0
24;unknown;0
24;Random gc  face_holding_back_tears;0
24;unknown;0
24;fire;1
24;unknown;0
24;tutorial give;0
24;Weeknd Ahh Creative;0
24;fire clapping_hands;1
24;unknown;0
24;saras post;0
24;check_mark_button;0
24;unknown;0
24;7/8;0
24;palms_up_together_medium-light_skin_tone;0
24;unknown;0
25;Lifafa nahi bhai please;0
25;unknown;0
25;fire;1
25;unknown;0
25;unknown;0
25;red_heart red_heart red_heart red_heart;1
25;unknown;0
25;Youre so damm fine;0
25;smiling_face_with_heart-eyes face_exhaling;1
25;unknown;0
25;The fact that you said heart @realhimesh;0
25;smiling_face victory_hand;0
25;unknown;0
25;Why are you wearing mouny Roy on your shirt!?;0
25;face_with_tears_of_joy;0
25;unknown;0
25;Ur smile;0
25;red_heart fire smiling_face_with_heart-eyes;1
25;..;0
25;Bhai Lifafa Ko Mainstream Karke Manega Tu;0
25;pensive_face;0
25;unknown;0
25;unknown;0
25;chart_increasing rocket;0
25;unknown;0
25;Wait..why he kinda…;0
26;Last slide, very insightful. So smurt. Congratulationzz;0
26;6;0
26;I thought your real name was arusha reddy ramanathan for a sec there;0
26;unknown;0
26;smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes;1
26;unknown;0
26;Computer science graduated Manoj;0
26;Bro Mera KoumPter theek kardooo?;0
26;where is it?@gxuriii.05;0
26;@gamor_11 LA;0
27;I had a crush on tht biscuit guy since forever… I couldn’t hv ever guessed that’s gonna be him;0
27;smiling_face_with_heart-eyes face_with_tears_of_joy;1
27;unknown;0
27;Yo I was born in 2007;0
27;exploding_head;0
27;unknown;0
27;"So you were the one whom I saw and thought ""ye ldka kitna cute hai"" when I was 6!!";0
27;I knew I had seen you somewhere;0
27;Bhai tu bachpan se star;0
27;Bro is a star;0
27;unknown;0
27;fire;1
27;unknown;0
27;@barkha_shuklaaa muh ki bat chhin li;0
27;@barkha_shuklaaa request accept krlo yar;0
28;The lights;0
28;loudly_crying_face sloth pinched_fingers_light_skin_tone fire fire;1
28;unknown;0
28;crazy post;0
28;unknown;0
28;face_with_tears_of_joy;0
28;gosh;0
28;Biggishhhh;0
28;yes;0
28;Living my dream;0
28;Which reel;0
28;I'm so jealous;0
28;angelic;0
28;How does it feel to live my dream life;0
29;Dev , it’s time to buy an electric guitar and learn how to play it.;0
29;woah;0
29;this would look so cool on a tee!!;0
29;HIl there, pls speak about Palestine, how there is a literal genocide taking place as we speak. just one post to inform the people of India, and other places. Innocent children, elderly, and family are currently being wiped out. PLS HELP FOR THE SAKE OF HUMANITY, if u want to know more pls search on google and there are plenty of web pages telling us the current situation. There are many donation websites such as gofundme this is an authorised donation centre. pls even $1 will help a child in Gaza. Pls i really value ur work. This would mean so much. PLS HELP OUT.;0
29;Palestinian_Territories Palestinian_Territories Palestinian_Territories red_heart;1
29;unknown;0
29;valorant new agent;0
29;@wizard_bisan1 follows you please tune in please raise awareness please use your platform;0
29;folded_hands;0
29;unknown;0
29;3rd pic is OP;0
29;unknown;0
29;fire fire;1
29;unknown;0
29;Biryani ka ekadam Dam Nikal Diya;0
29;smiling_face_with_heart-eyes;1
29;unknown;0
29;See D M;0
29;);0
30;unknown;0
30;smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes purple_heart purple_heart OK_hand OK_hand OK_hand;1
30;look so stunning and gorgeous in purple with cute smile;1
30;Made a private just to comment on your posts pookie;0
30;ribbon;0
30;unknown;0
30;It's time now;0
30;unknown;0
30;raising_hands;0
30;unknown;0
30;Good jeans;0
30;jeans;0
30;unknown;0
30;Girl;0
30;cross_mark;0
30;angel;0
30;check_mark_button;0
30;unknown;0
30;Cutiee asff;0
30;ribbon growing_heart tulip raising_hands;0
30;unknown;0
30;unknown;0
30;crying_face;0
30;unknown;0
30;@ritisha_patra tu gyi thi na shimla;0
31;Gross!!!;0
31;unknown;0
31;unknown;0
31;I feel insafe;0
31;Wtf cen you Not Show that;0
31;eyes;0
31;unknown;0
31;bro went from;0
31;rainbow;0
31;unknown;0
31;ribbon nail_polish;0
31;to;0
31;supervillain_medium-light_skin_tone black_heart pirate_flag;0
31;unknown;0
31;the silence of her dancing to Karma again;0
31;Que feo tu tatu;0
31;(;0
31;Du sind ein Mann;0
32;O dear just like stop posting;0
32;unknown;0
32;I hate you;0
32;rolling_on_the_floor_laughing;0
32;unknown;0
32;Ewwwwwwww;0
32;One time my sister and I got a cameo with Jojo for our nieces 5th birthday in 2020. Is it too late to get a refund?;0
32;Youre literally crotch grabbing in front of children like i get you want to be grown but like there’s a time and place and you can release your perve ass videos and it’s up to the parents to keep their kids away but you do it on stage after pointing to a 6 year old and then grab yourself you’re basically a pedophile;0
32;It’s weird how she’s tryin to be so “adult” and just ends up acting more like a child;0
32;This is why Chicago sucks.;0
32;Boooooo pride sucks just like you.  Boooooo;0
33;4th is my personal fav;0
33;pleading_face;0
33;unknown;0
33;Beautiful onlyyyyy>>>;0
33;loudly_crying_face red_heart;1
33;@tarini_shah;0
33;Jeans from ? @tarini_shah;0
33;aesthetic  hand_with_index_finger_and_thumb_crossed;0
33;medium-light_skin_tone;0
33;unknown;0
33;unknown;0
33;face_blowing_a_kiss yellow_heart;0
33;unknown;0
33;unknown;0
33;fire fire fire;1
33;unknown;0
33;unknown;0
33;red_heart red_heart red_heart;1
33;unknown;0
33;unknown;0
33;fire;1
33;unknown;0
33;You forgot to tie your laces Madame;0
33;unknown;0
33;red_heart red_heart red_heart;1
33;unknown;0
34;Watched more than;0
34;infinity;0
34;unknown;0
34;Moti sali;0
34;unknown;0
34;love-you_gesture sign_of_the_horns;1
34;unknown;0
34;unknown;0
34;red_heart;1
34;unknown;0
34;unknown;0
34;red_heart red_heart red_heart red_heart red_heart;1
34;unknown;0
34;areh ye toh pookie hai;0
34;face_savoring_food disappointed_face ribbon;0
34;unknown;0
35;cutieeee;0
35;smiling_face_with_heart-eyes;1
35;unknown;0
35;Top?;0
35;@dhruvnessss moti;0
35;pig pig_face;0
35;unknown;0
35;unknown;0
35;fire fire smiling_face_with_heart-eyes;1
35;unknown;0
35;Konsa filter hai;0
35;Mujhe pyaar hojaega. Hojaega kya hogya.;0
35;I wish I could smell your armpits;0
35;Sunshine girl;0
35;heart_with_ribbon;0
35;unknown;0
35;Love that glow!;0
35;Top from?;0
36;Cuteness;0
36;unknown;0
36;red_heart;1
36;wow;0
36;y so seriouss vroo;0
36;grinning_face_with_sweat sparkles;0
36;unknown;0
36;Very cute;0
36;thumbs_down thumbs_down thumbs_down thumbs_down;0
36;unknown;0
36;YOURE SO PRETTY;0
36;EXCUSE ME??!;0
36;Wow;0
36;Thoda muskura bhi diya karo;0
36;fire;1
36;unknown;0
36;I thought this was Brent Rivera for a second;0
37;unknown;0
37;red_heart smiling_face_with_heart-eyes;1
37;@ishaanvohraa;0
37;Who tf is pee?;0
37;Wtf you so pretty (not in simp way);0
37;Why is this guy so pretty;1
37;@just_kiro lmao from a show - euphoria;0
38;unknown;0
38;face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy;0
38;unknown;0
38;Last pic mein to chair bina chair person hai;0
38;face_with_tears_of_joy;0
38;unknown;0
38;@ishaaarth we do 4th photu;0
38;What's Tonight?;0
38;@_.dhruty8802._ simp wtf;0
38;@lol_sidd_ dont be jealous baba;0
39;2nd pic;0
39;face_with_tears_of_joy;0
39;girls expression says it all;0
39;You resemble @ishaankhatter stronglyyy;0
39;unknown;0
39;red_heart;1
39;unknown;0
39;Check DM for an urgent collab;0
39;OIII REELS BANANA YARRR PLS;0
39;smiling_face_with_hearts;0
39;unknown;0
